
*497 - CONDOMINIO EDIFICIO RES. SOLAR DO CANTO                                                       ;ARTUR LUIZ MARTINS BARBOSA ME 003559                                      ;3.1.1.51 - SERVICO HIDRAULICO                     ;270                 ;1599                ;INCLUSAO            ;29/10/2021          ;1635526146          ;          
#-revisado motor portao ventoinha estava travando e fazendo muito barulho                             ;

*545 - CONDOMINIO VILLA LUNA                                                                         ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.43 - CONSERTO INTERFONE                     ;500,00              ;25307               ;INCLUSAO            ;26/11/2021          ;1637941690          ;          
#-foi trocado xpe  bloco A e revisado camera 9                                                        ;

*411 - ASS. DE MORADORES DO COND. RES. MARIA MADALENA                                                ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.43 - CONSERTO INTERFONE                     ;220,00              ;25306               ;INCLUSAO            ;26/11/2021          ;1637941815          ;          
#-foi instalado 1 fonte carregadora e reinstalado fechadura que chaveiro instalou                     ;

*429 - CONDOMINIO EDIFICIO RESIDENCIAL NONA MARTA                                                    ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.41 - CONSERTO PORTAO                        ;120,00              ;25305               ;INCLUSAO            ;26/11/2021          ;1637941915          ;          
#-foi trocado sensor de fin de curso de3 fechamento do pportao                                        ;

*552 - CONDOMINIO RESIDENCIAL ILHA DE SANTORINI                                                      ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.43 - CONSERTO INTERFONE                     ;100,00              ;25304               ;INCLUSAO            ;26/11/2021          ;1637942128          ;          
#-foi trocado senha do controle de acesso e feito 1 tag novo                                          ;

*545 - CONDOMINIO VILLA LUNA                                                                         ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.43 - CONSERTO INTERFONE                     ;1010,00             ;25303               ;INCLUSAO            ;26/11/2021          ;1637942462          ;          
#-foi trocado xpe da porta frente para praia do bloco 5 
tambem foi instalado controle de acesso na porta da garagem do bloco 5 e feito reposiçao da camera do bloco a  que filma o portao da praia ;

*118 - CONDOMINIO ED. RESIDENCIAL SHANGRILA                                                          ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.39 - CONSERTO CFTV/PARABOLICA               ;100,00              ;25302               ;INCLUSAO            ;26/11/2021          ;1637942676          ;          
#-feito revisao sistema no sistema de cftv trocado conector p4 e feito limpesa                        ;

*200 - CONDOMINIO EDIFICIO SHANAM                                                                    ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.41 - CONSERTO PORTAO                        ;70,00               ;25301               ;INCLUSAO            ;26/11/2021          ;1637942833          ;          
#-foi configurado 1 controle novo para abrir os dois portoes                                          ;

*542 - ASS. DE MORADORES DO RESIDENCIAL FLORENZA                                                     ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.43 - CONSERTO INTERFONE                     ;200,00              ;25312               ;INCLUSAO            ;26/11/2021          ;1637943021          ;          
#-foi trocado controle de acesso da porta do hall 
mas foi usado a memoria do antigo pra nao precisar configurar os tags ;

*545 - CONDOMINIO VILLA LUNA                                                                         ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.43 - CONSERTO INTERFONE                     ;100,00              ;25311               ;INCLUSAO            ;26/11/2021          ;1637943183          ;          
#-foi feito revisao na fechadura do  portao de pedestre e trocado fio da botoeira                     ;

*544 - CONDOMINIO RESIDENCIAL POSITANO                                                               ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.51 - SERVICO SERRALHERIA                    ;120,00              ;25310               ;INCLUSAO            ;26/11/2021          ;1637943337          ;          
#-foi comprado e instalado 1 trinco em inox para trancar a poprta do hall                             ;

*522 - CONDOMINIO RESIDENCIAL CANTO GRANDE                                                           ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.43 - CONSERTO INTERFONE                     ;100,00              ;25309               ;INCLUSAO            ;26/11/2021          ;1637943504          ;          
#-teclado de controle de acesso nao estava funcionando entao foi passado contato da fechadura para o interfone e configurado as senhas ;

*515 - CONDOMINIO RESIDENCIAL AGUAS AZUIS                                                            ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.52 - CONSERTO INTERNET/TELEFONE             ;250,00              ;25313               ;INCLUSAO            ;26/11/2021          ;1637943582          ;          
#-foi trocado roteador da casa do zelador                                                             ;

*541 - CONDOMINIO VILA MALLORCA                                                                      ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.43 - CONSERTO INTERFONE                     ;300,00              ;25314               ;INCLUSAO            ;26/11/2021          ;1637943661          ;          
#-foi trocado fechadura do portao de pedestre da rua periquito                                        ;

*451 - CONDOMINIO RESIDENCIAL FREDERICO                                                              ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.43 - CONSERTO INTERFONE                     ;100,00              ;25315               ;INCLUSAO            ;26/11/2021          ;1637943748          ;          
#-interfones dos aptos 301 e 302 nao estavao funcionando fei refeitoi a configuraçao                  ;

*499 - CONDOMINIO RESIDENCIAL AQUARIUS                                                               ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.43 - CONSERTO INTERFONE                     ;100,00              ;25316               ;INCLUSAO            ;26/11/2021          ;1637943816          ;          
#-foi trocado interfone da casa do zelador                                                            ;

*413 - CONDOMINIO RESIDENCIAL ALBERTINO ANGELO II                                                    ;ISRAEL ALEXANDRE DA LUZ 000090                                            ;3.1.1.41 - CONSERTO PORTAO                        ;100,00              ;25318               ;INCLUSAO            ;26/11/2021          ;1637943981          ;          
#-feito revisao no portao do apto 201 nao estava fechando conector do fim de curso estava invertido   ;

*448 - CONDOMINIO SOLAR DAS ILHAS                                                                    ;OSCAR SUSSUMU SHINA MEI 000040                                            ;3.1.1.51 - SERVICO ELETRICO                       ;2300                ;813                 ;INCLUSAO            ;26/11/2021          ;1637961500          ;0         
#-LIMPEZA DE SEIS CAIXAS DA AGUA E CISTERNA                                                           ;

*517 - CONDOMINIO RESIDENCIAL VARADERO                                                               ;ADRIANO MAFRA 001806                                                      ;3.1.1.47 - LIMPEZA PISCINA                        ;690,00              ;1                   ;INCLUSAO            ;26/11/2021          ;1637971573          ;0         
#-TROCA DE AREIA DO FILTRO DA PISCINA E DECANTAÇÃO                                                    ;

*517 - CONDOMINIO RESIDENCIAL VARADERO                                                               ;ADRIANO MAFRA 001806                                                      ;3.1.1.47 - LIMPEZA PISCINA                        ;200,00              ;2                   ;INCLUSAO            ;26/11/2021          ;1637971671          ;0         
#-LIMPEZA PISCINA REF AO MES 10   2021  UMA VISITA POR SEMANA                                         ;

*552 - CONDOMINIO RESIDENCIAL ILHA DE SANTORINI                                                      ;MIKAEL LUCAS DE SOUZA 001942                                              ;3.1.1.51 - MATERIAL ELETRICO                      ;47,80               ;000016181           ;INCLUSAO            ;27/11/2021          ;1638012847          ;1         
#-Lampada Led G9 Halopim 3w / 5w 3000k                                                                ;

*501 - CONDOMINIO PUNTA BLÚ MALL BOUTIQUE                                                            ;BOMBINHAS LIMP PRODUTOS DE LIMPEZA LTDA 001015                            ;3.1.1.31 - MATERIAL LIMPEZA                       ;69,00               ;16646               ;INCLUSAO            ;27/11/2021          ;1638020626          ;1A        
#-LIMPADOR PERFUMADO                                                                                  ;

*475 - CONDOMINIO BOULEVARD BOMBINHAS                                                                ;BOMBINHAS LIMP PRODUTOS DE LIMPEZA LTDA 001015                            ;3.1.1.31 - MATERIAL LIMPEZA                       ;1725,55             ;16678               ;INCLUSAO            ;27/11/2021          ;1638020690          ;1A        
#-SABAO SACO PARA LIXO ESPONJA DE ACO LIMPA VIDROS DETERGENTE AGUA SANITARIA PANOS LIMPA ALUMINIO SAPOLIO;

*422 - CONDOMINIO RESIDENCIAL ILHA DO MEL                                                            ;BOMBINHAS LIMP PRODUTOS DE LIMPEZA LTDA 001015                            ;3.1.1.31 - MATERIAL LIMPEZA                       ;91,30               ;16644               ;INCLUSAO            ;27/11/2021          ;1638020729          ;1A        
#-DETERGENTE AGUA SANITARIA PANO                                                                      ;

*486 - CONDOMINIO PALM BEACH                                                                         ;BOMBINHAS LIMP PRODUTOS DE LIMPEZA LTDA 001015                            ;3.1.1.31 - MATERIAL LIMPEZA                       ;179,20              ;16653               ;INCLUSAO            ;27/11/2021          ;1638020781          ;1A        
#-PAPEL HIGIENICO PAPEL TOLAHA CLORO EM TABLETE E PEDRA SANIT                                         ;

*502 - CONDOMINIO PUNTA BLU RESIDENCE                                                                ;BOMBINHAS LIMP PRODUTOS DE LIMPEZA LTDA 001015                            ;3.1.1.31 - MATERIAL LIMPEZA                       ;721,05              ;16647               ;INCLUSAO            ;27/11/2021          ;1638020877          ;1A        
#-AGUA SANITARIA DESINFETANTE ALCOOL DETERGENTE MULTIUSO ODORIZANTE SUPORTE PARA FIBRA E CABO DE ALUMINIO;

*534 - LA ROSADITA - ASS. DOS MOR. DA RUA BIGUA 336                                                  ;BOMBINHAS LIMP PRODUTOS DE LIMPEZA LTDA 001015                            ;3.1.1.31 - MATERIAL LIMPEZA                       ;221,85              ;16663               ;INCLUSAO            ;27/11/2021          ;1638021045          ;1A        
#-AGUA SANIT CLORO LIMPADOR PERF LIMPA VIDROS PULVERIZADOR SILICONE SECO ODORIZANTE E VASSOURA        ;

*115 - CONDOMINIO EDF. MIRANTE DO MAR APART HOTEL                                                    ;BOMBINHAS LIMP PRODUTOS DE LIMPEZA LTDA 001015                            ;3.1.1.31 - MATERIAL LIMPEZA                       ;221,50              ;16667               ;INCLUSAO            ;27/11/2021          ;1638021166          ;1A        
#-CLORO CONEXAO E ENGATE PARA MANGUEIRA REPARADOR DE MANGUIEIRA E TORNEIRA                            ;

*140 - CONDOMINIO EDIFICIO RESIDENCIAL BEIJA-FLOR II                                                 ;DOUGLAS ZOLETTE 001381                                                    ;3.1.1.41 - CONSERTO PORTAO                        ;105,00              ;1036                ;INCLUSAO            ;27/11/2021          ;1638046439          ;          
#-Troca da roldana da frente portão garagem                                                           ;

*053 - CONDOMINIO RESIDENCIAL DAS QUATRO ILHAS                                                       ;AUTO FOSSA BOMBINHAS LTDA - ME 003812                                     ;3.1.1.07 - LIMPEZA FOSSA/CX GORDURA               ;600                 ;5495                ;INCLUSAO            ;29/11/2021          ;1638209084          ;s/n       
#-Limpeza de fossa carga grande
e uma caixa de gordura
                                             ;

*508 - CONDOMINIO EDF. COSTA AZUL RESIDENCE                                                          ;EXTINFORT COMERCIO DE EQUIPAMENTOS DE SEGURANÇA LT 000991                 ;3.1.1.10 - EXTINTORES                             ;466,00              ;2260124480          ;INCLUSAO            ;29/11/2021          ;1638215376          ;1A        
#-PARCELA A 02 EXTINTOR CO2 04 KG N3 08 EXTINTOR PQSP 04 KG BC N3 07 EXTINTOR PQSP 04 KG BC N2 13 TESTE HIDROSTATICO DE MANGUEIRA DE INCENDIO 01 DIFUSOR GRANDE 02 VEDACAO DA HASTE 02 ORING CO2 03 TRAVAS 04 MANOMETROS 06 PERAS P4 03 ORING M30;

*508 - CONDOMINIO EDF. COSTA AZUL RESIDENCE                                                          ;EXTINFORT COMERCIO DE EQUIPAMENTOS DE SEGURANÇA LT 000991                 ;3.1.1.10 - EXTINTORES                             ;466,00              ;2448022601          ;INCLUSAO            ;29/11/2021          ;1638215413          ;1A        
#-PARCELA B 02 EXTINTOR CO2 04 KG N3 08 EXTINTOR PQSP 04 KG BC N3 07 EXTINTOR PQSP 04 KG BC N2 13 TESTE HIDROSTATICO DE MANGUEIRA DE INCENDIO 01 DIFUSOR GRANDE 02 VEDACAO DA HASTE 02 ORING CO2 03 TRAVAS 04 MANOMETROS 06 PERAS P4 03 ORING M30;

*475 - CONDOMINIO BOULEVARD BOMBINHAS                                                                ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;285,97              ;500696              ;INCLUSAO            ;30/11/2021          ;1638278868          ;          
#-WD-40 / FITA ISOL./ PREGO/ TESOURA / FITA ZEBRADA                                                   ;

*414 - CONDOMINIO EDIFICIO CAMILA                                                                    ;HUGO MARIO VERGARA ME 000093                                              ;3.1.1.41 - CONSERTO PORTAO                        ;350,00              ;1001                ;INCLUSAO            ;30/11/2021          ;1638282522          ;8557      
#-TROCA DO FECHO ELETROMAGNÉTICO NA PORTA DE ACESSO AO CHUVEIRO DE PRAIA.                             ;

*147 - CONDOMINIO EDIFICIO RESIDENCIAL LAELIA PURPURATA                                              ;HUGO MARIO VERGARA ME 000093                                              ;3.1.1.39 - CONSERTO CFTV/PARABOLICA               ;172,00              ;1000                ;INCLUSAO            ;30/11/2021          ;1638283180          ;8561      
#-TROCA DA FONTE DE ALIMENTAÇÃO DA CÂMERA 5. FEITA A LUBRIFICAÇÃO DOS CONECTORES DAS CÂMERAS 1 A 6 DO LADO DO DVR.;

*475 - CONDOMINIO BOULEVARD BOMBINHAS                                                                ;ILUMISUL COM MATERIAIS ELETRICOS LTDA 000070                              ;3.1.1.51 - MATERIAL ELETRICO                      ;219,38              ;67973               ;INCLUSAO            ;01/12/2021          ;1638357039          ;          
#-TUBO GALVANIZADO                                                                                    ;

*420 - CONDOMINIO RESIDENCIAL SANTIAGO                                                               ;ILUMISUL COM MATERIAIS ELETRICOS LTDA 000070                              ;3.1.1.51 - MATERIAL ELETRICO                      ;219,57              ;67981               ;INCLUSAO            ;01/12/2021          ;1638357101          ;          
#-PILHA ELGIN - RL CABO FLEX - FITA ISOL.                                                             ;

*115 - CONDOMINIO EDF. MIRANTE DO MAR APART HOTEL                                                    ;ALISON ROBERTO GONSATTO 004235                                            ;3.1.1.51 - SERVICO HIDRAULICO                     ;1050,00             ;981                 ;INCLUSAO            ;01/12/2021          ;1638357531          ;          
#-Limpeza da cisterna e caixa de água, poda das árvores                                               ;

*515 - CONDOMINIO RESIDENCIAL AGUAS AZUIS                                                            ;ALISON ROBERTO GONSATTO 004235                                            ;3.1.1.51 - SERVICO ELETRICO                       ;150,00              ;982                 ;INCLUSAO            ;01/12/2021          ;1638357618          ;          
#-Conserto e instalação motor filtro água 23/11                                                       ;

*495 - CONDOMINIO EDF. RESIDENCIAL RAVENNA                                                           ;ALISON ROBERTO GONSATTO 004235                                            ;3.1.1.51 - SERVICO HIDRAULICO                     ;190,00              ;983                 ;INCLUSAO            ;01/12/2021          ;1638357686          ;          
#-Conserto encanamento garagem                                                                        ;

*506 - CONDOMINIO EDIFICIO DON JUAN RESIDENCE                                                        ;ALISON ROBERTO GONSATTO 004235                                            ;3.1.1.51 - SERVICO HIDRAULICO                     ;220,00              ;984                 ;INCLUSAO            ;01/12/2021          ;1638357780          ;          
#-Troca bomba cisterna, troca união poço e sangrar 25/11                                              ;

*115 - CONDOMINIO EDF. MIRANTE DO MAR APART HOTEL                                                    ;ALISON ROBERTO GONSATTO 004235                                            ;3.1.1.51 - SERVICO HIDRAULICO                     ;120,00              ;985                 ;INCLUSAO            ;01/12/2021          ;1638357861          ;          
#-Instalar registro pra pressurizar a água pra lavar o prédio                                         ;

*078 - CONDOMINIO ED. RES. BELLANI                                                                   ;ALISON ROBERTO GONSATTO 004235                                            ;3.1.1.51 - SERVICO ELETRICO                       ;360,00              ;986                 ;INCLUSAO            ;01/12/2021          ;1638358043          ;          
#-Troca motobomba, e válvula , vc conserto portão acesso praia, troca boia dando choque               ;

*416 - CONDOMINIO RESIDENCIAL RUFINO S DE ANDRADE                                                    ;ALISON ROBERTO GONSATTO 004235                                            ;3.1.1.41 - CONSERTO PORTAO                        ;180,00              ;987                 ;INCLUSAO            ;01/12/2021          ;1638358302          ;          
#-Troca espia portão garagem                                                                          ;

*106 - CONDOMINIO RESIDENCIAL OCTACILIO COSTA                                                        ;AUTO FOSSA BOMBINHAS LTDA - ME 003812                                     ;3.1.1.07 - LIMPEZA FOSSA/CX GORDURA               ;800                 ;5500                ;INCLUSAO            ;01/12/2021          ;1638362939          ;s/n       
#-Limpeza de fossa carga grande
e uma caixa de gordura
Limpeza de 1 caixa de gordura (lanchonete Subway);

*506 - CONDOMINIO EDIFICIO DON JUAN RESIDENCE                                                        ;ANDERSON JOSE BILCKE 000901                                               ;3.1.1.45 - MANUTENCAO JARDIM                      ;200,00              ;790                 ;INCLUSAO            ;01/12/2021          ;1638363056          ;A1        
#-MANUTECAO MENSAL REFERENTE AO MES DE 11 DE 2021                                                     ;

*515 - CONDOMINIO RESIDENCIAL AGUAS AZUIS                                                            ;ANDERSON JOSE BILCKE 000901                                               ;3.1.1.45 - MANUTENCAO JARDIM                      ;350,00              ;789                 ;INCLUSAO            ;01/12/2021          ;1638363121          ;A1        
#-MANUTECAO MENSAL REFERENTE AO MES DE 11 DE 2021                                                     ;

*507 - CONDOMINIO RESIDENCIAL VARANDAS DO ATLANTICO                                                  ;AUTO FOSSA BOMBINHAS LTDA - ME 003812                                     ;3.1.1.07 - LIMPEZA FOSSA/CX GORDURA               ;8150                ;6505                ;INCLUSAO            ;01/12/2021          ;1638363147          ;s/n       
#-Limpeza de fossa carga grande
Limpeza de 2 caixas de gordura (não cobrou 1)
Retirada de lodo 35m³
Serviço de hidrojateamento (3 horas)
;

*437 - CONDOMINIO EDIFICIO RESIDENCIAL BESENELLO                                                     ;ANDERSON JOSE BILCKE 000901                                               ;3.1.1.45 - MANUTENCAO JARDIM                      ;270,00              ;788                 ;INCLUSAO            ;01/12/2021          ;1638363177          ;A1        
#-MANUTECAO MENSAL REFERENTE AO MES DE 11 DE 2021                                                     ;

*505 - CONDOMINIO EDIFICIO COSTA DO SOL RESIDENCE                                                    ;ANDERSON JOSE BILCKE 000901                                               ;3.1.1.45 - MANUTENCAO JARDIM                      ;250,00              ;787                 ;INCLUSAO            ;01/12/2021          ;1638363298          ;A1        
#-MANUTECAO MENSAL REFERENTE AO MES DE 11 DE 2021                                                     ;

*484 - CONDOMINIO ED. RES. AGUAS DE MARÇO                                                            ;ANDERSON JOSE BILCKE 000901                                               ;3.1.1.45 - MANUTENCAO JARDIM                      ;350,00              ;6546327             ;INCLUSAO            ;01/12/2021          ;1638363368          ;A1        
#-MANUTECAO MENSAL REFERENTE AO MES DE 11 DE 2021                                                     ;

*519 - CONDOMINIO RESIDENCIAL BRISAS DO MAR (QUATRO ILHAS)                                           ;ANDERSON JOSE BILCKE 000901                                               ;3.1.1.45 - MANUTENCAO JARDIM                      ;350,00              ;873498273           ;INCLUSAO            ;01/12/2021          ;1638363427          ;A1        
#-MANUTECAO MENSAL REFERENTE AO MES DE 11 DE 2021                                                     ;

*523 - CONDOMINIO EDIFICIO RESIDENCIAL PORTO MADERO                                                  ;ANDERSON JOSE BILCKE 000901                                               ;3.1.1.45 - MANUTENCAO JARDIM                      ;200,00              ;9823558Y2387        ;INCLUSAO            ;01/12/2021          ;1638363486          ;A1        
#-MANUTECAO MENSAL REFERENTE AO MES DE 11 DE 2021                                                     ;

*477 - CONDOMINIO PETIT VILLAGE RESIDENCE                                                            ;MCL COMERCIO E DIST. DE GAS LTDA 000386                                   ;3.1.1.01 - ABASTECIMENTO GAS                      ;420,00              ;33853               ;INCLUSAO            ;01/12/2021          ;1638363521          ;1A        
#-abastecimento 1 p45                                                                                 ;

*471 - CONDOMINIO RESIDENCIAL SAGITARIUS                                                             ;ANDERSON JOSE BILCKE 000901                                               ;3.1.1.45 - MANUTENCAO JARDIM                      ;250,00              ;8923598743          ;INCLUSAO            ;01/12/2021          ;1638363543          ;A1        
#-MANUTECAO MENSAL REFERENTE AO MES DE 11 DE 2021                                                     ;

*516 - CONDOMINIO RESIDENCIAL FLORES DE VENERANDA                                                    ;MCL COMERCIO E DIST. DE GAS LTDA 000386                                   ;3.1.1.01 - ABASTECIMENTO GAS                      ;420,00              ;33857               ;INCLUSAO            ;01/12/2021          ;1638363846          ;1A        
#-abastecimento 1 p45                                                                                 ;

*479 - CONDOMINIO RESIDENCIAL MORADAS                                                                ;AUTO FOSSA BOMBINHAS LTDA - ME 003812                                     ;3.1.1.07 - LIMPEZA FOSSA/CX GORDURA               ;1500                ;5504                ;INCLUSAO            ;01/12/2021          ;1638363964          ;s/n       
#-Limpeza de fossa 2 carga grande 
Limpeza de 4 caixas de gordura (não cobrou 2)                     ;

*532 - CONDOMINIO RESIDENCIAL ATHENAS                                                                ;MCL COMERCIO E DIST. DE GAS LTDA 000386                                   ;3.1.1.01 - ABASTECIMENTO GAS                      ;840,00              ;33865               ;INCLUSAO            ;01/12/2021          ;1638364093          ;1A        
#-abastecimento 2 p 45                                                                                ;

*492 - CONDOMINIO EDIFICIO MORADA QUATRO ILHAS                                                       ;MCL COMERCIO E DIST. DE GAS LTDA 000386                                   ;3.1.1.01 - ABASTECIMENTO GAS                      ;809,22              ;33866               ;INCLUSAO            ;01/12/2021          ;1638364242          ;1A        
#-abastecimento 2 p45                                                                                 ;

*474 - CONDOMINIO RESIDENCIAL MARISTELA G. FERREIRA                                                  ;MCL COMERCIO E DIST. DE GAS LTDA 000386                                   ;3.1.1.01 - ABASTECIMENTO GAS                      ;809,22              ;33870               ;INCLUSAO            ;01/12/2021          ;1638364475          ;1A        
#-abastecimento 2 p45                                                                                 ;

*471 - CONDOMINIO RESIDENCIAL SAGITARIUS                                                             ;MCL COMERCIO E DIST. DE GAS LTDA 000386                                   ;3.1.1.01 - ABASTECIMENTO GAS                      ;794,29              ;33878               ;INCLUSAO            ;01/12/2021          ;1638364786          ;1A        
#-abastecimento 2 p45                                                                                 ;

*504 - CONDOMINIO RESIDENCIAL SIGNUS                                                                 ;MCL COMERCIO E DIST. DE GAS LTDA 000386                                   ;3.1.1.01 - ABASTECIMENTO GAS                      ;420,00              ;33880               ;INCLUSAO            ;01/12/2021          ;1638364854          ;1A        
#-abastecimento 1 p45                                                                                 ;

*544 - CONDOMINIO RESIDENCIAL POSITANO                                                               ;MCL COMERCIO E DIST. DE GAS LTDA 000386                                   ;3.1.1.01 - ABASTECIMENTO GAS                      ;806,98              ;33883               ;INCLUSAO            ;01/12/2021          ;1638364977          ;1A        
#-abastecimento 2 p45                                                                                 ;

*422 - CONDOMINIO RESIDENCIAL ILHA DO MEL                                                            ;MCL COMERCIO E DIST. DE GAS LTDA 000386                                   ;3.1.1.01 - ABASTECIMENTO GAS                      ;764,43              ;33884               ;INCLUSAO            ;01/12/2021          ;1638365147          ;1A        
#-abastecimento 2 p45                                                                                 ;

*447 - CONDOMINIO ED. MORADAS DO BOSQUE                                                              ;TUDO LIMPO 001932                                                         ;3.1.1.31 - MATERIAL LIMPEZA                       ;190,00              ;2543                ;INCLUSAO            ;01/12/2021          ;1638367006          ;          
#-CLORO BOMBONA                                                                                       ;

*437 - CONDOMINIO EDIFICIO RESIDENCIAL BESENELLO                                                     ;HUGO MARIO VERGARA ME 000093                                              ;3.1.1.43 - CONSERTO INTERFONE                     ;299,50              ;2904                ;INCLUSAO            ;01/12/2021          ;1638368919          ;8568      
#-FORAM REFEITAS AS CONEXÕES DE CABOS DE INTERFONE QUE ESTAVAM RESSECADOS E DESCASCADOS.
SERIA IDEAL TROCAR OS CABOS ATÉ OS APTOS, MAS NÃO É VIÁVEL POR ENQUANTO.
FORAM REFEITOS TODOS OS CHICOTES QUE SÃO LIGADOS À CENTRAL DE INTERFONE E QUE VEM DOS CABOS DOS APTOS, ELIMINADO A PARTE DESCASCADA POR RESSECAMENTO.;

*534 - LA ROSADITA - ASS. DOS MOR. DA RUA BIGUA 336                                                  ;HUGO MARIO VERGARA ME 000093                                              ;3.1.1.52 - CONSERTO INTERNET/TELEFONE             ;842,35              ;2905                ;INCLUSAO            ;01/12/2021          ;1638379396          ;8572      
#-PRESTAÇÃO DE SERVIÇO DE ASSISTÊNCIA TÉCNICA PREVENTIVA, PROGRAMADA E DE SUPORTE PRESENCIAL OU VIA TELEFÔNICA E WHATSAPP DO SISTEMA DISTRIBUIÇÃO DE REDE DE INTERNET DO CONDOMÍNIO E DAS SEGUINTES UNIDADES DE APTOS: ZELADOR, 101, 102, 103, 201, 202, 204, 207, 208, 301, 302, 304, 307, 401, 402, 404, 406, 408 E 409.;

*545 - CONDOMINIO VILLA LUNA                                                                         ;MAIRA CRISTINA PIRES 05301128922 001263                                   ;3.1.1.45 - MANUTENCAO JARDIM                      ;96,00               ;101307              ;INCLUSAO            ;01/12/2021          ;1638381323          ;          
#-01 inseticida e 39 temperos                                                                         ;

*123 - CONDOMINIO RESIDENCIAL ACAPULCO                                                               ;TUDO LIMPO 001932                                                         ;3.1.1.31 - MATERIAL LIMPEZA                       ;123,00              ;2550                ;INCLUSAO            ;01/12/2021          ;1638392200          ;          
#-ÁGUA SANITÁRIA
SAPONÁCEO
PANO MICROFIBRA
LIMPADOR PERFUMADO
BALDE                               ;

*149 - CONDOMINIO RESIDENCIAL AMARILIS                                                               ;AUTO FOSSA BOMBINHAS LTDA - ME 003812                                     ;3.1.1.07 - LIMPEZA FOSSA/CX GORDURA               ;750                 ;5510                ;INCLUSAO            ;01/12/2021          ;1638392567          ;s/n       
#-Limpeza de fossa carga grande
Limpeza de 2 caixas de gordura (não cobrou 1)
                      ;

*190 - CONDOMINIO ED. RES. COSTA BRAVA                                                               ;BIOMED AMBIENTAL 001925                                                   ;3.1.5.94 - TRATAMENTO DE AGUA                     ;410,00              ;658                 ;INCLUSAO            ;01/12/2021          ;1638396142          ;          
#-Monitoramento e Reposição de Produtos Químicos para o tratamento de água de fonte alternativa       ;

*123 - CONDOMINIO RESIDENCIAL ACAPULCO                                                               ;BIOMED AMBIENTAL 001925                                                   ;3.1.5.94 - TRATAMENTO DE AGUA                     ;410,00              ;659                 ;INCLUSAO            ;01/12/2021          ;1638396303          ;          
#-Monitoramento e Reposição de Produtos Químicos para o tratamento de água de fonte alternativa       ;

*507 - CONDOMINIO RESIDENCIAL VARANDAS DO ATLANTICO                                                  ;ANDRE SLOWIK 76544613991 000855                                           ;3.1.1.08 - DETETIZACAO                            ;1385,00             ;379                 ;INCLUSAO            ;01/12/2021          ;1638407241          ;1         
#-Dedetização áreas comuns do prédio                                                                  ;

*454 - CONDOMINIO RESIDENCIAL GABRIELA ZANCANARO                                                     ;ANDRE SLOWIK 76544613991 000855                                           ;3.1.1.08 - DETETIZACAO                            ;535,00              ;380                 ;INCLUSAO            ;01/12/2021          ;1638407318          ;1         
#-Dedetização áreas comuns do prédio                                                                  ;

*485 - CONDOMINIO RESIDENCIAL EGIDIO PINHEIRO                                                        ;ALISON ROBERTO GONSATTO 004235                                            ;3.1.1.51 - SERVICO ELETRICO                       ;160,00              ;988                 ;INCLUSAO            ;02/12/2021          ;1638442681          ;          
#-Regular boias elétricas, troca de boia mecânica 26/11 com material                                  ;

*451 - CONDOMINIO RESIDENCIAL FREDERICO                                                              ;ALISON ROBERTO GONSATTO 004235                                            ;3.1.1.51 - SERVICO ELETRICO                       ;420,00              ;989                 ;INCLUSAO            ;02/12/2021          ;1638442878          ;          
#-Troca 3 sensores, conserto e troca rondana portão garagem 26/11 com material                        ;

*484 - CONDOMINIO ED. RES. AGUAS DE MARÇO                                                            ;ALISON ROBERTO GONSATTO 004235                                            ;3.1.1.41 - CONSERTO PORTAO                        ;220,00              ;990                 ;INCLUSAO            ;02/12/2021          ;1638443035          ;          
#-Regular mola, troca da trava batendo 26/11                                                          ;

*432 - CONDOMINIO ED. RES. PATRICIA                                                                  ;ALISON ROBERTO GONSATTO 004235                                            ;3.1.1.51 - SERVICO HIDRAULICO                     ;870,00              ;991                 ;INCLUSAO            ;02/12/2021          ;1638443228          ;          
#-Troca motor fossa, cano flexível fossa, lavar cisternas e instalar duas válvulas de retenção nas bombas de água 26/11 com válvulas;

